id,name,state_id/id,country_id/id
city_ch_Kestenholz,Kestenholz,__import__.country_state_15,base.ch
city_ch_Balsthal,Balsthal,__import__.country_state_15,base.ch
city_ch_Laupersdorf,Laupersdorf,__import__.country_state_15,base.ch
city_ch_Matzendorf,Matzendorf,__import__.country_state_15,base.ch
city_ch_Aedermannsdorf,Aedermannsdorf,__import__.country_state_15,base.ch
city_ch_Herbetswil,Herbetswil,__import__.country_state_15,base.ch
city_ch_Welschenrohr,Welschenrohr,__import__.country_state_15,base.ch
city_ch_Gänsbrunnen,Gänsbrunnen,__import__.country_state_15,base.ch
city_ch_Mümliswil,Mümliswil,__import__.country_state_15,base.ch
city_ch_Holderbank_SO,Holderbank SO,__import__.country_state_15,base.ch
city_ch_Ramiswil,Ramiswil,__import__.country_state_15,base.ch
city_ch_Zofingen,Zofingen,__import__.country_state_1,base.ch
city_ch_Strengelbach,Strengelbach,__import__.country_state_1,base.ch
city_ch_Vordemwald,Vordemwald,__import__.country_state_1,base.ch
city_ch_Brittnau,Brittnau,__import__.country_state_1,base.ch
city_ch_Wikon,Wikon,__import__.country_state_10,base.ch
city_ch_Mühlethal,Mühlethal,__import__.country_state_1,base.ch
city_ch_Uerkheim,Uerkheim,__import__.country_state_1,base.ch
city_ch_Bottenwil,Bottenwil,__import__.country_state_1,base.ch
city_ch_Rothrist,Rothrist,__import__.country_state_1,base.ch
city_ch_Murgenthal,Murgenthal,__import__.country_state_1,base.ch
city_ch_Riken_AG,Riken AG,__import__.country_state_1,base.ch
city_ch_Glashütten,Glashütten,__import__.country_state_1,base.ch
city_ch_St._Urban,St. Urban,__import__.country_state_10,base.ch
city_ch_Aarau,Aarau,__import__.country_state_1,base.ch
city_ch_Schönenwerd,Schönenwerd,__import__.country_state_15,base.ch
city_ch_Wöschnau,Wöschnau,__import__.country_state_15,base.ch
city_ch_Eppenberg,Eppenberg,__import__.country_state_15,base.ch
city_ch_Niedergösgen,Niedergösgen,__import__.country_state_15,base.ch
city_ch_Gretzenbach,Gretzenbach,__import__.country_state_15,base.ch
city_ch_Erlinsbach_SO,Erlinsbach SO,__import__.country_state_15,base.ch
city_ch_Barmelweid,Barmelweid,__import__.country_state_1,base.ch
city_ch_Erlinsbach,Erlinsbach,__import__.country_state_1,base.ch
city_ch_Rombach,Rombach,__import__.country_state_1,base.ch
city_ch_Biberstein,Biberstein,__import__.country_state_1,base.ch
city_ch_Küttigen,Küttigen,__import__.country_state_1,base.ch
city_ch_Asp,Asp,__import__.country_state_1,base.ch
city_ch_Densbüren,Densbüren,__import__.country_state_1,base.ch
city_ch_Herznach,Herznach,__import__.country_state_1,base.ch
city_ch_Ueken,Ueken,__import__.country_state_1,base.ch
city_ch_Aarau_Rohr,Aarau Rohr,__import__.country_state_1,base.ch
city_ch_Buchs_AG,Buchs AG,__import__.country_state_1,base.ch
city_ch_Suhr,Suhr,__import__.country_state_1,base.ch
city_ch_Unterentfelden,Unterentfelden,__import__.country_state_1,base.ch
city_ch_Oberentfelden,Oberentfelden,__import__.country_state_1,base.ch
city_ch_Muhen,Muhen,__import__.country_state_1,base.ch
city_ch_Schöftland,Schöftland,__import__.country_state_1,base.ch
city_ch_Hirschthal,Hirschthal,__import__.country_state_1,base.ch
city_ch_Holziken,Holziken,__import__.country_state_1,base.ch
city_ch_Schlossrued,Schlossrued,__import__.country_state_1,base.ch
city_ch_Schmiedrued,Schmiedrued,__import__.country_state_1,base.ch
