id,commune_name,name,additional_digit,city_id/id,latitude,longitude,lang_id/id,communitynumber_bfs
zipcode_5603_Staufen,Staufen,5603,0,city_ch_Staufen,47.38074694398728,8.162874049098832,base.lang_de_CH,4210
zipcode_5604_Hendschiken,Hendschiken,5604,0,city_ch_Hendschiken,47.38592941022882,8.216985886017518,base.lang_de_CH,4198
zipcode_5605_Dottikon,Dottikon,5605,0,city_ch_Dottikon,47.38366378516513,8.241003011814197,base.lang_de_CH,4065
zipcode_5606_Dintikon,Dintikon,5606,0,city_ch_Dintikon,47.361860552743444,8.226827887344351,base.lang_de_CH,4194
zipcode_5607_Hägglingen,Hägglingen,5607,0,city_ch_Hägglingen,47.387520428712556,8.254076353858885,base.lang_de_CH,4068
zipcode_5608_Stetten_AG,Stetten (AG),5608,0,city_ch_Stetten_AG,47.3995745998586,8.305947838785896,base.lang_de_CH,4041
zipcode_5610_Wohlen_AG,Wohlen (AG),5610,0,city_ch_Wohlen_AG,47.351195340409326,8.278192139493799,base.lang_de_CH,4082
zipcode_5611_Anglikon,Wohlen (AG),5611,0,city_ch_Anglikon,47.36536141118902,8.262798883398121,base.lang_de_CH,4082
zipcode_5612_Villmergen,Villmergen,5612,0,city_ch_Villmergen,47.34573341765583,8.243859161870212,base.lang_de_CH,4080
zipcode_5613_Hilfikon,Villmergen,5613,0,city_ch_Hilfikon,47.33323348064915,8.250901159749027,base.lang_de_CH,4080
zipcode_5614_Sarmenstorf,Sarmenstorf,5614,0,city_ch_Sarmenstorf,47.313347212080224,8.251926898118318,base.lang_de_CH,4076
zipcode_5615_Fahrwangen,Fahrwangen,5615,0,city_ch_Fahrwangen,47.29484522241931,8.242276584170943,base.lang_de_CH,4196
zipcode_5616_Meisterschwanden,Meisterschwanden,5616,0,city_ch_Meisterschwanden,47.29513586293342,8.234450743421144,base.lang_de_CH,4202
zipcode_5617_Tennwil,Meisterschwanden,5617,0,city_ch_Tennwil,47.306751041759384,8.220873574988518,base.lang_de_CH,4202
zipcode_5618_Bettwil,Bettwil,5618,0,city_ch_Bettwil,47.29065579424548,8.266529016256435,base.lang_de_CH,4227
zipcode_5619_Büttikon_AG,Büttikon,5619,0,city_ch_Büttikon_AG,47.328559189550404,8.26947109851006,base.lang_de_CH,4064
zipcode_5619_Uezwil,Uezwil,5619,2,city_ch_Uezwil,47.31552187748691,8.275508501790057,base.lang_de_CH,4078
