id,name,state_id/.id,country_id/id
city_ch_Corcelles_pres_Concise,Corcelles-près-Concise,1386,base.ch
city_ch_Bonvillars,Bonvillars,1386,base.ch
city_ch_Provence,Provence,1386,base.ch
city_ch_Mutrux,Mutrux,1386,base.ch
city_ch_Giez,Giez,1386,base.ch
city_ch_Orges,Orges,1386,base.ch
city_ch_Vugelles_La_Mothe,Vugelles-La Mothe,1386,base.ch
city_ch_Novalles,Novalles,1386,base.ch
city_ch_Belmont_sur_Yverdon,Belmont-sur-Yverdon,1386,base.ch
city_ch_Gressy,Gressy,1386,base.ch
city_ch_Suchy,Suchy,1386,base.ch
city_ch_Ependes_VD,Ependes VD,1386,base.ch
city_ch_Essert_Pittet,Essert-Pittet,1386,base.ch
city_ch_Treycovagnes,Treycovagnes,1386,base.ch
city_ch_Chamblon,Chamblon,1386,base.ch
city_ch_Suscevaz,Suscévaz,1386,base.ch
city_ch_Mathod,Mathod,1386,base.ch
city_ch_Rances,Rances,1386,base.ch
city_ch_Valeyres_sous_Montagny,Valeyres-sous-Montagny,1386,base.ch
city_ch_Montagny_pres_Yverdon,Montagny-près-Yverdon,1386,base.ch
city_ch_Champvent,Champvent,1386,base.ch
city_ch_Essert_sous_Champvent,Essert-sous-Champvent,1386,base.ch
city_ch_Villars_sous_Champvent,Villars-sous-Champvent,1386,base.ch
city_ch_Vuiteboeuf,Vuiteboeuf,1386,base.ch
city_ch_Baulmes,Baulmes,1386,base.ch
city_ch_Ste_Croix,Ste-Croix,1386,base.ch
city_ch_La_Sagne_(Ste_Croix),La Sagne (Ste-Croix),1386,base.ch
city_ch_Le_Château_de_Ste_Croix,Le Château-de-Ste-Croix,1386,base.ch
city_ch_Les_Rasses,Les Rasses,1386,base.ch
city_ch_Bullet,Bullet,1386,base.ch
city_ch_Mauborget,Mauborget,1386,base.ch
city_ch_L'Auberson,L'Auberson,1386,base.ch
city_ch_La_Vraconnaz,La Vraconnaz,1386,base.ch
city_ch_Yvonand,Yvonand,1386,base.ch
city_ch_Rovray,Rovray,1386,base.ch
city_ch_Chavannes_le_Chêne,Chavannes-le-Chêne,1386,base.ch
city_ch_Chêne_Pâquier,Chêne-Pâquier,1386,base.ch
city_ch_Cheyres,Cheyres,1389,base.ch
city_ch_Estavayer_le_Lac,Estavayer-le-Lac,1389,base.ch
city_ch_Lully_FR,Lully FR,1389,base.ch
city_ch_Seiry,Seiry,1389,base.ch
city_ch_Bollion,Bollion,1389,base.ch
city_ch_Font,Font,1389,base.ch
city_ch_Châtillon_FR,Châtillon FR,1389,base.ch
city_ch_Châbles_FR,Châbles FR,1389,base.ch
city_ch_Autavaux,Autavaux,1389,base.ch
city_ch_Forel_FR,Forel FR,1389,base.ch
city_ch_Montbrelloz,Montbrelloz,1389,base.ch
city_ch_Cugy_FR,Cugy FR,1389,base.ch
city_ch_Montet_(Broye),Montet (Broye),1389,base.ch
city_ch_Frasses,Frasses,1389,base.ch
city_ch_Vesin,Vesin,1389,base.ch
city_ch_Aumont,Aumont,1389,base.ch
city_ch_Granges_de_Vesin,Granges-de-Vesin,1389,base.ch
city_ch_Nuvilly,Nuvilly,1389,base.ch
city_ch_Vuissens,Vuissens,1389,base.ch
city_ch_Murist,Murist,1389,base.ch
city_ch_Vucherens,Vucherens,1386,base.ch
city_ch_Moudon,Moudon,1386,base.ch
city_ch_Syens,Syens,1386,base.ch
city_ch_Chavannes_sur_Moudon,Chavannes-sur-Moudon,1386,base.ch
city_ch_Hermenches,Hermenches,1386,base.ch
city_ch_Rossenges,Rossenges,1386,base.ch
city_ch_Bussy_sur_Moudon,Bussy-sur-Moudon,1386,base.ch
city_ch_Villars_le_Comte,Villars-le-Comte,1386,base.ch
city_ch_Neyruz_sur_Moudon,Neyruz-sur-Moudon,1386,base.ch
city_ch_Curtilles,Curtilles,1386,base.ch
city_ch_Lucens,Lucens,1386,base.ch
city_ch_Oulens_sur_Lucens,Oulens-sur-Lucens,1386,base.ch
city_ch_Granges_pres_Marnand,Granges-près-Marnand,1386,base.ch
city_ch_Marnand,Marnand,1386,base.ch
city_ch_Henniez,Henniez,1386,base.ch
city_ch_Seigneux,Seigneux,1386,base.ch
city_ch_Forel_sur_Lucens,Forel-sur-Lucens,1386,base.ch
city_ch_Cremin,Cremin,1386,base.ch
city_ch_Villeneuve_FR,Villeneuve FR,1389,base.ch
city_ch_Surpierre,Surpierre,1389,base.ch
city_ch_Praratoud,Praratoud,1389,base.ch
city_ch_Cheiry,Cheiry,1389,base.ch
city_ch_Payerne,Payerne,1386,base.ch
city_ch_Fetigny,Fétigny,1389,base.ch
city_ch_Menieres,Ménières,1389,base.ch
city_ch_Sassel,Sassel,1386,base.ch
city_ch_Chapelle_(Broye),Chapelle (Broye),1389,base.ch
city_ch_Combremont_le_Grand,Combremont-le-Grand,1386,base.ch
city_ch_Combremont_le_Petit,Combremont-le-Petit,1386,base.ch
city_ch_Champtauroz,Champtauroz,1386,base.ch
city_ch_Treytorrens_(Payerne),Treytorrens (Payerne),1386,base.ch
city_ch_Bussy_FR,Bussy FR,1389,base.ch
city_ch_Morens_FR,Morens FR,1389,base.ch
city_ch_Sevaz,Sévaz,1389,base.ch
city_ch_Rueyres_les_Pres,Rueyres-les-Prés,1389,base.ch
city_ch_Grandcour,Grandcour,1386,base.ch
city_ch_Gletterens,Gletterens,1389,base.ch
city_ch_Chevroux,Chevroux,1386,base.ch
city_ch_Vers_chez_Perrin,Vers-chez-Perrin,1386,base.ch
city_ch_Trey,Trey,1386,base.ch
city_ch_Châtonnaye,Châtonnaye,1389,base.ch
city_ch_Sedeilles,Sédeilles,1386,base.ch
city_ch_Rossens_VD,Rossens VD,1386,base.ch
city_ch_Villarzel,Villarzel,1386,base.ch
city_ch_Corcelles_pres_Payerne,Corcelles-près-Payerne,1386,base.ch
city_ch_Dompierre_FR,Dompierre FR,1389,base.ch
city_ch_Domdidier,Domdidier,1389,base.ch
city_ch_Missy,Missy,1386,base.ch
city_ch_Vallon,Vallon,1389,base.ch
city_ch_St_Aubin_FR,St-Aubin FR,1389,base.ch
city_ch_Les_Friques,Les Friques,1389,base.ch
city_ch_Delley,Delley,1389,base.ch
city_ch_Portalban,Portalban,1389,base.ch
city_ch_Avenches,Avenches,1386,base.ch
city_ch_Oleyres,Oleyres,1386,base.ch
city_ch_Donatyre,Donatyre,1386,base.ch
city_ch_Villarepos,Villarepos,1389,base.ch
city_ch_Villars_le_Grand,Villars-le-Grand,1386,base.ch
city_ch_Salavaux,Salavaux,1386,base.ch
city_ch_Bellerive_VD,Bellerive VD,1386,base.ch
city_ch_Cotterd,Cotterd,1386,base.ch
city_ch_Vallamand,Vallamand,1386,base.ch
city_ch_Montmagny,Montmagny,1386,base.ch
city_ch_Constantine,Constantine,1386,base.ch
city_ch_Cudrefin,Cudrefin,1386,base.ch
city_ch_Chabrey,Chabrey,1386,base.ch
city_ch_Faoug,Faoug,1386,base.ch
city_ch_Clavaleyres,Clavaleyres,1389,base.ch
city_ch_Palezieux,Palézieux,1386,base.ch
city_ch_Palezieux_Village,Palézieux-Village,1386,base.ch
city_ch_Les_Tavernes,Les Tavernes,1386,base.ch
city_ch_Les_Thioleyres,Les Thioleyres,1386,base.ch
city_ch_Oron_le_Châtel,Oron-le-Châtel,1386,base.ch
city_ch_Bussigny_sur_Oron,Bussigny-sur-Oron,1386,base.ch
city_ch_Chesalles_sur_Oron,Chesalles-sur-Oron,1386,base.ch
city_ch_Chapelle_(Glâne),Chapelle (Glâne),1389,base.ch
city_ch_St_Martin_FR,St-Martin FR,1389,base.ch
city_ch_Besencens,Besencens,1389,base.ch
city_ch_Fiaugeres,Fiaugères,1389,base.ch
city_ch_Oron_la_Ville,Oron-la-Ville,1386,base.ch
city_ch_Châtillens,Châtillens,1386,base.ch
city_ch_Vuibroye,Vuibroye,1386,base.ch
city_ch_Le_Crêt_pres_Semsales,Le Crêt-près-Semsales,1389,base.ch
city_ch_Ecoteaux,Ecoteaux,1386,base.ch
city_ch_Maracon,Maracon,1386,base.ch
city_ch_Granges_(Veveyse),Granges (Veveyse),1389,base.ch
city_ch_Bossonnens,Bossonnens,1389,base.ch
city_ch_Attalens,Attalens,1389,base.ch
city_ch_Remaufens,Remaufens,1389,base.ch
city_ch_Tatroz,Tatroz,1389,base.ch
city_ch_Châtel_St_Denis,Châtel-St-Denis,1389,base.ch
city_ch_Les_Paccots,Les Paccots,1389,base.ch
city_ch_Semsales,Semsales,1389,base.ch
city_ch_La_Verrerie,La Verrerie,1389,base.ch
